aX,aY,aZ,gX,gY,gZ
-0.196,0.078,1.177,4.150,-9.827,-11.841
-0.243,0.006,1.214,5.615,-6.470,-10.376
-0.241,-0.037,1.174,7.751,3.052,-6.531
-0.184,-0.079,1.024,4.883,7.019,-4.517
-0.141,-0.029,0.960,-0.916,9.033,-1.465
-0.103,0.010,0.919,0.244,7.324,-1.404
-0.116,0.003,0.942,2.075,5.066,-0.977
-0.132,-0.010,0.950,-0.427,3.540,-0.427
-0.131,0.010,0.948,-1.404,2.625,-0.244
-0.105,0.037,0.938,2.441,0.244,0.488
-0.087,0.050,0.931,5.920,-2.136,0.488
-0.119,0.008,0.966,9.399,-4.578,-0.061
-0.113,-0.018,0.959,10.742,-4.089,1.221
-0.074,0.043,0.935,9.827,-4.822,0.549
-0.094,0.062,0.979,7.446,-6.714,-3.113
-0.149,0.005,1.025,8.118,-7.690,-5.432
-0.194,-0.053,1.046,10.254,-6.470,-4.028
-0.185,-0.046,1.037,6.958,-0.977,-2.136
-0.131,-0.026,0.964,6.409,-0.122,-1.892
-0.107,-0.017,0.922,9.338,-1.343,-1.587
-0.120,-0.025,0.933,14.893,-6.287,-2.197
-0.175,-0.067,0.995,11.780,-5.127,-3.601
-0.177,-0.099,0.987,8.667,-1.953,-3.235
-0.141,-0.061,0.961,9.460,-2.197,-1.587
-0.158,-0.041,1.001,2.930,-2.075,-3.113
-0.220,-0.099,1.064,1.709,-0.793,-3.540
-0.202,-0.115,1.044,9.277,1.526,0.916
-0.068,-0.036,0.951,9.827,2.502,2.747
-0.031,0.016,0.914,2.197,-0.122,-2.075
-0.132,-0.042,1.006,0.549,-3.601,-5.859
-0.187,-0.101,1.042,5.066,-5.005,-5.676
-0.173,-0.155,1.009,6.348,-2.991,-3.418
-0.127,-0.120,0.958,5.188,-1.038,-1.343
-0.136,-0.091,0.993,-0.366,-3.784,-2.136
-0.165,-0.093,1.038,0.854,-5.798,-2.136
-0.177,-0.092,1.058,7.141,-4.211,0.610
-0.152,-0.062,1.022,7.507,-2.197,1.221
-0.139,-0.050,1.004,6.226,-0.671,-0.366
-0.161,-0.081,1.007,6.226,-1.282,-1.343
-0.183,-0.107,1.036,4.089,-0.488,-0.977
-0.186,-0.114,1.027,3.540,0.793,-0.305
-0.196,-0.126,1.040,4.761,1.404,0.671
-0.190,-0.136,1.034,5.737,2.441,2.075
-0.181,-0.130,1.013,5.554,3.601,3.967
-0.146,-0.112,0.999,4.700,3.723,4.089
-0.110,-0.092,0.972,4.150,3.906,4.150
-0.073,-0.043,0.955,0.793,2.075,2.136
-0.095,-0.034,0.979,-1.770,0.366,0.061
-0.127,-0.033,1.006,-0.427,-1.770,-2.197
-0.166,-0.052,1.021,1.953,-1.831,-2.563
-0.173,-0.074,1.015,6.531,-1.404,-1.831
-0.187,-0.107,1.021,7.263,-0.732,-1.099
-0.187,-0.125,1.016,5.493,2.136,0.488
-0.148,-0.104,0.970,4.028,2.686,1.038
-0.128,-0.072,0.965,0.427,1.770,0.427
-0.130,-0.060,0.974,-1.465,1.526,-0.549
-0.145,-0.073,0.989,-2.747,1.038,-1.404
-0.162,-0.089,1.008,-2.136,0.854,-1.343
-0.141,-0.079,0.997,-0.549,0.977,-0.977
-0.093,-0.044,0.941,3.113,0.793,-0.732
-0.109,-0.057,0.957,3.723,-0.916,-1.587
-0.137,-0.084,0.983,5.249,-3.540,-1.953
-0.159,-0.105,1.001,5.493,-3.784,-1.465
-0.155,-0.092,1.003,2.258,-2.258,-3.296
-0.153,-0.107,1.020,1.709,-1.282,-3.601
-0.150,-0.096,1.013,1.709,-0.244,-1.770
-0.147,-0.098,1.005,1.892,-0.061,-0.854
-0.157,-0.110,1.003,2.319,-0.305,0.854
-0.154,-0.106,1.021,2.502,-0.183,1.587
-0.120,-0.070,0.996,1.587,1.404,0.916
-0.082,-0.054,0.952,0.244,0.671,-1.099
-0.087,-0.051,0.953,-0.061,-0.977,-2.319
-0.165,-0.115,1.015,0.732,-4.272,-3.601
-0.199,-0.147,1.036,1.282,-4.028,-2.808
-0.209,-0.151,1.032,2.075,-0.793,0.732
-0.170,-0.128,0.988,2.380,0.305,1.648
-0.141,-0.103,0.964,4.028,-0.488,1.221
-0.124,-0.082,0.977,4.089,-1.953,0.122
-0.144,-0.100,1.004,2.441,-2.869,-0.610
-0.188,-0.113,1.050,0.732,-1.709,0.122
-0.199,-0.129,1.048,-2.441,2.197,1.648
-0.175,-0.154,1.006,-2.319,3.296,2.869
-0.151,-0.138,0.982,-2.197,2.991,4.517
-0.110,-0.053,0.979,-1.648,1.648,4.456

1.694,0.603,0.980,141.052,14.465,20.630
2.345,0.795,1.140,301.270,52.063,12.573
3.926,1.103,0.406,355.408,78.186,7.812
4.000,1.663,-0.818,181.213,67.688,-31.311
4.000,1.780,-3.182,17.883,-0.854,-101.501
3.706,1.808,-2.984,-156.799,-249.634,-171.204
0.989,2.307,-1.223,-203.247,-326.660,-160.828
-1.745,1.782,-0.652,-325.806,-344.543,-147.400
-4.000,0.559,2.812,-395.325,-394.165,-102.600
-4.000,0.039,4.000,-141.113,-398.132,-74.341
-3.919,-2.154,4.000,476.501,-179.810,-38.818
-3.616,-2.266,2.774,586.792,-14.160,22.400
-2.451,-1.815,0.497,355.957,162.781,108.398
0.239,-0.130,-1.992,143.616,130.920,101.868
0.081,0.062,-1.079,-136.719,10.254,19.165
-0.918,-0.032,1.005,-166.016,2.625,4.822
-0.749,0.171,1.028,-125.244,42.114,16.418
-0.161,0.306,0.580,-99.915,44.373,15.198
-0.176,0.067,0.590,-57.617,16.235,-3.601
-0.407,-0.439,0.987,-46.936,10.681,-8.423
-0.309,-0.400,0.899,-38.452,20.020,-1.587
-0.050,-0.144,0.743,-38.635,19.165,0.305
0.081,0.110,0.693,-30.518,12.695,6.348
0.103,0.391,0.802,-24.353,5.920,3.052
0.032,0.350,0.864,-15.930,2.014,-2.319
-0.074,0.204,0.880,-1.160,1.038,-10.986
-0.240,-0.138,0.901,-1.404,3.235,-12.390
-0.188,-0.167,0.802,-5.737,7.080,-10.193
-0.061,-0.146,0.698,-6.836,2.808,-10.193
-0.066,-0.162,0.714,-10.071,-9.888,-11.597
-0.172,-0.167,0.886,-12.268,-15.076,-12.451
-0.198,-0.128,0.959,-13.977,-18.555,-13.062
-0.159,0.051,1.054,-12.756,-18.494,-12.512
-0.139,0.142,1.088,-11.230,-17.700,-12.756
-0.241,0.130,1.267,-9.644,-16.479,-13.977
-0.302,0.035,1.308,-1.587,-4.761,-9.827
-0.285,-0.067,1.157,5.310,1.160,-5.127
-0.238,-0.066,1.068,16.052,4.944,0.732
-0.173,-0.063,0.943,15.930,4.395,1.038
-0.169,-0.070,0.937,9.460,2.686,1.404
-0.116,0.016,0.895,4.272,2.930,2.258
-0.104,0.069,0.895,0.000,1.770,2.319
-0.117,0.091,0.922,1.221,-3.174,0.000
-0.166,-0.006,0.979,4.578,-4.333,-0.854
-0.151,-0.051,0.942,7.385,-4.211,0.793
-0.140,-0.055,0.925,3.662,-5.615,0.793
-0.162,-0.042,0.964,-2.502,-8.545,0.671
-0.216,0.003,1.065,-1.465,-8.362,1.953
-0.195,0.049,1.050,4.761,-3.723,4.883
-0.137,0.134,1.009,7.141,-3.296,4.639
-0.130,0.133,0.980,8.057,-2.686,0.427
-0.193,0.038,0.977,7.935,-4.150,-2.380
-0.250,-0.043,1.014,9.216,-4.944,-4.639
-0.231,-0.071,0.970,12.268,-3.174,-2.930
-0.196,-0.040,0.935,12.268,-3.235,-1.221
-0.191,0.018,0.973,8.118,-2.625,-1.160
-0.171,0.048,0.951,6.287,-1.221,-1.282
-0.153,0.048,0.941,9.338,-3.418,-4.089
-0.156,0.058,0.977,8.972,-5.066,-5.615
-0.156,0.049,0.963,4.700,-3.113,-8.301
-0.199,-0.028,0.974,3.540,-4.211,-9.277
-0.225,-0.072,1.004,1.282,-4.578,-9.460
-0.214,-0.079,1.016,0.061,-2.747,-7.690
-0.196,-0.060,1.009,-1.953,-0.549,-5.493
-0.161,-0.029,0.992,-1.099,0.000,-4.883
-0.132,0.000,0.964,5.249,-1.770,-4.700
-0.127,0.017,0.970,8.057,-4.211,-5.493
-0.157,-0.017,0.981,8.179,-5.981,-8.118
-0.209,-0.118,1.002,8.606,-5.981,-7.812
-0.211,-0.131,0.989,8.606,-4.944,-5.005
-0.218,-0.151,1.006,6.226,-4.211,-4.456
-0.205,-0.136,0.993,0.244,-1.465,-3.357
-0.154,-0.049,0.976,-0.427,-1.831,-3.235
-0.150,-0.020,0.987,0.366,-4.211,-4.883
-0.212,-0.076,1.057,0.732,-4.456,-5.676
-0.225,-0.105,1.052,2.258,-1.221,-4.150
-0.187,-0.097,0.979,2.930,-0.549,-3.052
-0.181,-0.086,0.972,3.052,-3.418,-3.174
-0.211,-0.079,1.042,3.052,-4.333,-2.869
-0.208,-0.057,1.051,2.380,-2.869,-2.075
-0.182,-0.049,1.001,1.648,0.793,-2.136
-0.177,-0.063,0.979,2.808,0.366,-2.686
-0.186,-0.076,0.984,4.883,-3.052,-2.930
-0.208,-0.086,1.029,4.578,-3.052,-2.441
-0.201,-0.073,1.014,2.502,-0.122,-2.197
-0.204,-0.111,0.987,1.587,-0.366,-2.686
-0.208,-0.109,0.997,1.282,-1.221,-0.610
-0.192,-0.018,1.015,-0.488,-0.305,-0.488
-0.197,-0.010,1.032,-1.526,1.526,-3.662
-0.209,-0.057,1.024,1.526,2.380,-3.601
-0.212,-0.095,0.993,5.798,2.930,-1.465
-0.212,-0.134,0.958,6.226,2.502,0.366
-0.198,-0.105,0.938,3.479,1.282,1.831
-0.189,-0.082,0.959,2.014,-0.061,0.916
-0.186,-0.079,0.954,0.916,-1.465,0.183
-0.208,-0.082,0.998,1.221,-2.991,0.305
-0.209,-0.055,1.017,1.282,-0.244,1.770
-0.186,-0.045,0.977,2.197,0.793,1.038
-0.191,-0.064,0.984,2.747,0.183,0.549
-0.205,-0.086,0.979,0.610,0.183,0.610
-0.212,-0.107,0.967,-0.793,0.549,0.122
-0.211,-0.119,0.970,-0.305,-0.793,0.366
-0.163,-0.068,0.945,0.732,-1.099,1.282
-0.155,-0.031,0.955,-1.465,-2.136,0.000
-0.193,-0.056,1.010,-3.052,-2.014,-1.526
-0.200,-0.063,1.017,-1.282,-0.977,-0.732
-0.204,-0.088,0.984,-0.183,-1.160,-0.671
-0.219,-0.107,1.002,0.854,-3.052,0.366
-0.226,-0.112,1.012,0.183,-2.014,1.343
-0.203,-0.091,0.988,2.014,-1.221,3.662
-0.170,-0.015,0.983,4.333,-2.625,4.578
-0.168,0.009,0.987,7.141,-3.601,2.747
-0.203,-0.060,0.997,8.667,-4.211,1.831
-0.216,-0.091,1.001,10.864,-4.700,2.319
-0.230,-0.146,0.986,9.399,-2.930,2.136
-0.229,-0.158,0.983,4.395,-1.038,0.977
-0.222,-0.143,0.980,-1.892,0.793,1.526
-0.196,-0.065,0.996,-2.014,0.977,2.136
-0.179,-0.041,0.986,-0.671,1.343,1.160

1.412,0.605,1.156,85.266,21.545,29.114
1.795,0.702,1.238,177.368,53.833,45.166
2.949,1.328,0.946,230.469,89.661,56.458
3.658,1.683,0.366,258.850,144.592,20.447
4.000,2.068,-1.813,194.885,128.967,-30.518
4.000,1.728,-2.659,4.333,-45.471,-149.780
2.495,0.959,-1.934,-95.520,-153.259,-162.842
0.950,0.951,-1.087,-184.265,-221.313,-136.841
-3.245,0.276,0.737,-392.029,-278.137,-39.612
-4.000,0.050,3.047,-404.175,-320.251,-9.155
-4.000,-0.542,4.000,118.042,-200.806,-21.545
-3.955,-1.946,4.000,327.332,-110.779,-7.385
-3.481,-1.920,3.467,375.122,92.407,61.035
-0.522,0.093,-0.415,292.786,161.682,89.294
0.249,0.364,-1.181,55.664,74.951,21.118
-0.415,-0.302,-0.098,-6.470,19.775,-12.024
-0.972,-0.819,0.549,-59.143,-2.197,-22.644
-0.926,-0.707,1.105,-66.101,17.151,-5.737
-0.446,-0.267,0.737,-68.848,42.603,17.639
-0.034,0.157,0.627,-70.862,31.738,13.184
-0.055,0.158,0.715,-52.124,14.099,0.305
-0.237,-0.097,1.057,-42.908,13.123,-5.066
-0.136,-0.076,1.026,-28.442,31.677,2.258
0.436,0.402,0.427,-22.461,36.499,5.188
0.528,0.550,0.309,-18.982,27.588,0.793
0.107,0.243,0.733,-18.433,-6.104,-20.874
-0.061,0.131,0.910,-13.306,-12.146,-23.682
-0.091,0.068,0.890,5.798,-5.737,-22.278
-0.038,-0.053,0.794,10.376,-6.287,-22.034
-0.043,-0.119,0.796,5.127,-11.963,-19.653
-0.127,-0.176,0.909,2.075,-15.137,-16.968
-0.147,-0.195,0.984,4.089,-14.282,-13.428
-0.040,-0.047,0.987,0.671,-10.681,-9.705
0.011,0.028,0.942,-11.292,-8.484,-9.766
-0.068,0.010,1.045,-17.273,-10.986,-11.169
-0.137,0.005,1.158,-19.897,-8.728,-9.155
-0.151,0.088,1.236,-13.794,-2.625,-6.836
-0.116,0.080,1.183,2.686,8.789,-5.188
-0.038,0.042,1.029,9.277,11.169,-4.822
-0.005,0.001,0.976,8.911,11.414,-7.507
0.041,-0.025,0.932,7.080,9.949,-6.714
0.062,-0.013,0.912,7.324,8.057,-4.944
0.078,-0.009,0.895,4.761,4.089,-4.150
0.059,0.004,0.943,1.404,2.441,-4.028
0.054,0.012,0.957,-2.319,2.075,-3.479
0.042,0.017,0.963,-2.319,0.427,-3.845
0.011,0.015,1.041,-2.502,-1.770,-3.845
0.034,0.081,1.052,-2.808,1.892,-1.770
0.054,0.089,1.012,0.916,3.479,-0.366
0.082,0.054,0.984,4.761,2.319,0.427
0.112,0.077,0.929,9.155,2.014,2.136
0.048,0.037,0.933,1.526,2.136,-3.052
-0.014,-0.045,0.982,-5.066,2.441,-7.141
-0.027,-0.058,0.987,-2.747,4.028,-3.052
0.032,-0.004,0.885,0.061,3.235,-0.854
0.038,-0.002,0.888,5.188,-2.991,1.404
0.029,0.050,0.970,5.310,-4.150,2.197
0.015,0.075,1.001,-3.113,0.305,-0.427
-0.019,-0.001,1.003,-3.296,1.587,-1.099
-0.021,-0.026,1.006,-0.916,3.174,0.549
0.069,0.038,0.956,-1.526,4.150,1.343
0.136,0.121,0.892,-1.343,-0.122,-0.732
0.098,0.145,0.954,0.916,-5.920,-4.333
0.030,0.093,1.028,8.118,-9.827,-8.484
-0.021,-0.019,1.031,10.742,-8.057,-8.301
-0.007,-0.048,0.994,11.719,-6.653,-7.446
0.028,-0.057,0.952,9.888,-7.385,-6.470
0.012,-0.071,0.971,8.301,-8.972,-6.714
-0.029,-0.097,1.029,2.686,-9.399,-6.897
-0.061,-0.141,1.071,1.099,-6.653,-5.249
-0.034,-0.113,1.062,0.183,-2.502,-0.610
0.043,-0.021,1.003,-1.770,-1.526,-0.183
0.049,-0.007,1.010,-0.854,-4.028,-1.465
0.054,0.004,0.997,1.648,-5.005,-1.831
0.043,-0.002,0.988,7.080,-9.460,-2.747
-0.015,-0.037,1.052,8.362,-10.986,-3.235
-0.021,-0.045,1.056,8.240,-7.935,-3.418
-0.010,-0.050,1.000,9.338,-7.324,-3.967
-0.042,-0.082,1.044,8.301,-7.812,-5.371
-0.062,-0.105,1.062,5.005,-4.578,-4.089
-0.030,-0.070,1.036,3.174,-2.136,-1.221
0.024,0.002,1.018,1.587,-2.502,-1.160
0.022,0.005,1.018,-2.380,-3.479,-2.075
-0.026,-0.026,1.051,-2.075,-4.272,-2.380
-0.046,-0.040,1.078,-1.404,-4.272,-2.502
-0.053,-0.060,1.061,-1.160,-0.854,-2.075
-0.071,-0.090,1.077,-1.831,0.977,-0.366
-0.043,-0.090,1.044,-1.099,2.686,1.282
-0.003,-0.065,1.015,0.366,3.235,2.258
0.034,-0.037,0.986,0.427,1.831,2.075
0.052,0.026,0.964,-0.366,-0.366,1.343
0.022,0.027,0.998,-1.526,-3.357,-2.197
-0.022,-0.016,1.024,-0.549,-2.563,-2.930
-0.021,-0.039,0.999,1.526,-1.831,-2.319
-0.017,-0.052,0.989,1.282,-2.502,-1.465
-0.010,-0.033,0.990,-0.305,-3.113,-0.671
-0.030,-0.053,1.008,-0.916,-3.052,-1.221
-0.036,-0.071,1.010,-0.793,-1.343,-0.061
-0.009,-0.022,0.979,-0.244,-1.160,1.282
-0.000,0.010,0.985,-1.709,-2.625,0.610
-0.005,-0.013,0.998,-2.441,-2.747,-0.305
-0.001,-0.028,0.987,-0.793,-3.296,0.183
0.008,-0.011,0.970,-0.366,-4.150,0.488
-0.005,-0.008,0.982,1.099,-6.104,-0.977
-0.051,-0.069,1.004,1.343,-6.409,-1.587
-0.072,-0.103,1.014,1.831,-6.104,0.854
-0.049,-0.073,1.017,1.770,-5.127,2.991
-0.019,-0.027,1.007,1.465,-4.028,4.333
0.023,0.028,0.965,-0.977,-3.113,2.563
0.015,0.026,0.966,-1.648,-4.089,0.916
-0.007,0.017,0.985,0.732,-7.324,-0.549
-0.050,-0.045,1.008,2.319,-8.118,-0.732
-0.067,-0.069,1.023,2.075,-7.629,0.366
-0.073,-0.097,1.024,0.549,-6.287,1.160
-0.053,-0.067,1.014,-2.319,-4.639,3.601
-0.039,-0.036,1.002,-3.784,-4.761,2.991
-0.047,-0.034,1.025,-3.906,-5.005,2.197
-0.041,-0.014,1.015,-3.662,-4.211,1.892
-0.031,-0.002,1.007,0.671,-5.554,2.075

1.859,0.745,0.581,121.826,70.068,45.532
2.442,0.953,0.131,198.120,81.543,41.626
3.768,1.492,-1.066,222.351,68.420,30.396
4.000,1.962,-1.839,184.692,-26.123,-38.757
3.826,2.093,-2.483,124.756,-111.023,-108.521
2.922,1.447,-1.848,-58.533,-253.662,-212.219
0.368,1.054,0.228,-140.381,-259.460,-194.031
-0.888,1.435,0.728,-195.435,-231.323,-100.342
-3.599,1.049,2.121,-178.284,-244.263,-77.209
-4.000,0.644,3.070,9.766,-249.817,-69.763
-4.000,-1.111,3.483,158.569,-205.200,-86.853
-3.975,-2.366,3.211,260.010,-145.630,-93.384
-3.819,-3.449,3.037,260.437,-14.648,-30.518
-2.238,-2.953,1.212,165.894,53.101,24.658
-1.425,-1.940,0.533,-47.546,83.130,71.899
-0.734,0.120,0.419,-97.412,69.580,71.411
-0.584,0.631,0.642,-76.904,50.049,41.931
-0.145,0.960,0.627,-41.260,51.025,32.959
-0.122,0.700,0.544,7.568,42.542,6.409
-0.524,-0.357,0.766,13.367,36.072,-2.991
-0.615,-0.765,0.807,-0.854,40.344,4.517
-0.131,-0.559,0.454,-17.395,46.753,16.724
0.305,-0.052,0.055,-49.988,31.799,24.231
0.244,0.418,0.440,-61.584,4.822,12.024
-0.045,0.391,0.899,-61.768,-13.062,1.282
-0.178,0.371,1.112,-23.804,-3.418,0.000
0.002,0.383,0.810,-0.366,4.150,1.099
0.025,0.248,0.729,22.705,-3.113,-7.935
-0.114,-0.085,0.758,19.165,-7.263,-11.597
-0.150,-0.179,0.807,-2.380,-7.202,-12.085
-0.030,-0.049,0.739,-9.277,-6.348,-8.972
-0.006,0.033,0.744,-18.005,-15.198,-8.423
-0.137,0.053,0.949,-18.311,-20.386,-9.399
-0.199,0.029,1.050,-6.592,-20.264,-8.545
-0.168,0.051,1.054,-0.977,-17.029,-6.897
-0.144,0.062,1.020,-5.188,-11.536,-8.179
-0.151,-0.006,1.002,-7.568,-11.108,-10.071
-0.165,-0.016,1.033,-5.737,-10.132,-9.583
-0.163,0.041,1.063,-5.066,-7.935,-8.850
-0.168,0.047,1.077,1.221,-4.944,-7.080
-0.183,0.004,1.043,5.188,-3.418,-6.287
-0.219,-0.051,1.047,6.653,-1.892,-5.798
-0.238,-0.121,1.035,6.348,0.427,-3.479
-0.190,-0.068,0.994,9.338,3.418,1.404
-0.071,0.000,0.910,7.080,3.540,1.038
-0.034,0.036,0.899,3.479,2.014,0.916
-0.027,0.116,0.927,-4.333,-1.770,-1.709
-0.057,0.120,0.964,-6.653,-3.662,-4.700
-0.114,0.094,1.026,-3.418,-7.751,-7.751
-0.221,-0.005,1.128,2.136,-7.507,-6.165
-0.225,-0.026,1.123,10.010,-1.221,-1.404
-0.184,-0.084,1.081,10.071,1.892,-0.793
-0.099,-0.045,0.999,6.409,7.935,2.136
-0.009,0.046,0.856,0.671,5.859,-0.244
-0.080,0.027,0.938,-2.197,-3.662,-4.456
-0.193,-0.011,1.076,0.366,-3.479,-3.357
-0.164,0.004,1.032,3.845,1.892,-1.221
-0.141,-0.048,0.970,5.676,0.549,-1.404
-0.187,-0.098,1.022,7.629,-2.747,0.488
-0.135,-0.035,1.030,5.920,2.197,2.930
-0.038,0.035,0.892,1.221,8.179,3.113
-0.054,0.004,0.918,-5.493,2.075,-2.808
-0.099,-0.020,0.995,-2.869,-2.563,-3.357
-0.101,-0.001,1.033,3.479,-1.648,-1.099
-0.031,0.063,0.932,2.258,0.122,-2.625
-0.071,0.011,0.961,-0.488,-4.272,-7.935
-0.178,-0.089,1.081,1.160,-4.395,-6.653
-0.164,-0.097,1.053,2.258,1.160,-1.221
-0.115,-0.077,0.972,1.648,1.404,-0.122
-0.123,-0.067,0.982,0.244,-0.916,-0.366
-0.151,-0.056,1.038,1.282,-1.038,-0.244
-0.144,-0.058,1.033,4.395,1.099,0.977
-0.073,-0.037,0.953,4.883,1.648,1.404
-0.050,-0.021,0.932,2.991,-1.831,0.122
-0.083,-0.013,0.975,1.221,-3.906,-0.977
-0.135,-0.035,1.038,0.122,-5.371,-1.709
-0.172,-0.067,1.062,0.061,-2.441,-0.244
-0.141,-0.054,1.010,1.465,-0.244,1.038
-0.121,-0.045,0.983,2.258,-1.282,0.671
-0.116,-0.043,0.998,2.014,-2.258,0.183
-0.114,-0.048,0.991,1.770,-3.662,-0.366
-0.122,-0.064,1.005,1.282,-4.333,-0.427
-0.119,-0.053,1.012,0.305,-4.089,-0.244
-0.092,-0.003,1.002,0.122,-3.723,-0.427
-0.094,0.006,1.003,-0.488,-4.578,-2.014
-0.145,-0.042,1.035,0.122,-4.639,-2.563
-0.164,-0.082,1.046,3.052,-3.601,-1.282
-0.155,-0.120,1.029,3.052,-2.563,0.366
-0.124,-0.093,1.002,-2.014,-0.549,2.930
-0.084,0.020,0.971,-4.028,-1.404,2.502
-0.114,0.010,1.006,-4.150,-3.723,-0.854
-0.167,-0.055,1.035,-2.075,-3.357,-0.916
-0.172,-0.077,1.017,0.916,-2.380,0.305
-0.145,-0.070,0.990,0.793,-2.197,1.221
-0.112,-0.030,0.952,-0.061,-2.014,2.014
-0.106,0.032,0.972,-0.366,-5.493,0.793
-0.125,0.035,0.994,0.427,-6.897,-0.488
-0.159,0.007,1.022,3.174,-6.714,-1.404
-0.202,-0.033,1.037,3.906,-5.066,-1.038
-0.199,-0.064,1.016,2.563,-2.747,-1.221
-0.172,-0.074,0.999,0.793,-2.014,-0.977
-0.152,-0.060,0.979,-1.404,-2.014,-0.977
-0.153,-0.041,1.002,-0.916,-3.296,-0.671
-0.148,-0.015,1.007,1.282,-2.991,0.854
-0.144,-0.016,0.995,1.526,-2.625,0.305
-0.139,-0.015,1.007,0.977,-2.258,-0.244
-0.094,0.058,0.963,-0.183,-1.831,-0.916
-0.122,0.025,0.974,-2.319,-4.639,-5.249
-0.224,-0.095,1.064,-1.038,-4.883,-4.883
-0.233,-0.106,1.072,1.404,-0.549,-1.953
-0.187,-0.091,1.028,0.671,1.465,-1.526
-0.150,-0.058,0.997,1.770,2.258,0.366
-0.103,0.010,0.958,3.113,0.977,0.732
-0.093,0.015,0.953,2.991,-0.427,-0.061
-0.123,-0.051,0.963,0.671,-3.845,-2.625
-0.157,-0.083,0.994,0.000,-5.798,-2.930
-0.184,-0.092,1.032,-1.038,-5.432,-1.526
-0.201,-0.066,1.068,-2.930,-2.441,-1.099
-0.184,-0.056,1.043,-2.991,1.587,-0.244

1.356,0.498,1.064,53.955,11.902,13.550
1.730,0.969,0.918,112.854,41.565,53.894
2.796,2.439,0.254,126.953,62.500,35.767
3.269,2.677,-0.389,114.136,55.542,-76.965
3.460,2.637,-1.209,83.374,3.113,-134.644
2.948,2.159,-1.267,49.194,-63.660,-183.655
2.039,1.494,-1.210,-15.442,-172.791,-223.022
-0.373,-0.062,-0.773,-52.246,-203.491,-212.463
-1.829,-0.843,-0.509,-167.786,-254.089,-143.066
-4.000,-1.442,1.966,-178.406,-291.321,-97.168
-4.000,-1.404,3.155,8.179,-233.643,-30.579
-3.935,-1.663,3.707,83.801,-161.621,-3.906
-3.492,-1.194,3.374,124.390,1.953,50.537
-1.510,-0.013,1.174,121.704,55.847,64.331
-0.553,0.524,0.345,80.139,57.861,45.227
0.247,0.770,-0.200,58.533,27.039,22.034
0.131,0.590,-0.049,3.235,-32.959,-18.860
-0.554,0.120,0.739,-13.977,-50.659,-27.283
-0.753,-0.054,1.056,-20.691,-52.979,-27.100
-0.829,-0.145,1.305,-24.597,-32.349,-9.949
-0.792,-0.146,1.391,-24.292,-21.545,-1.404
-0.626,-0.054,1.310,-13.306,4.150,13.977
-0.081,0.379,0.854,-8.972,10.864,16.724
0.083,0.523,0.686,-13.977,1.770,1.465
-0.044,0.412,0.814,-15.198,-6.836,-7.690
-0.145,0.310,0.872,-3.296,-10.925,-11.475
-0.252,0.171,0.846,2.197,-11.414,-11.353
-0.305,0.086,0.874,8.179,-14.587,-10.132
-0.328,0.042,0.931,11.292,-14.893,-6.836
-0.253,0.093,0.861,9.155,-12.390,-3.845
-0.214,0.133,0.835,6.104,-16.479,-5.066
-0.247,0.129,0.858,2.136,-19.836,-6.470
-0.370,0.040,0.989,-5.676,-23.376,-9.399
-0.400,0.032,1.037,-8.362,-22.278,-8.362
-0.412,0.032,1.055,-6.958,-18.372,-3.906
-0.428,0.012,1.148,-3.357,-16.785,-1.343
-0.373,0.081,1.114,3.052,-7.629,5.127
-0.297,0.151,1.026,1.892,-4.822,3.723
-0.293,0.140,1.020,-0.916,-2.441,0.061
-0.235,0.155,0.986,-0.183,-0.427,0.244
-0.194,0.173,0.911,0.671,-1.526,-0.305
-0.249,0.110,0.956,1.465,-5.493,-1.587
-0.280,0.061,0.963,3.479,-8.911,-0.793
-0.365,-0.002,1.070,1.282,-8.484,0.305
-0.382,-0.016,1.114,-2.991,-5.310,1.526
-0.340,0.025,1.111,-6.348,3.357,6.531
-0.169,0.199,0.985,-5.432,4.517,7.568
-0.118,0.274,0.977,-0.793,0.671,6.042
-0.148,0.314,1.010,3.357,-1.343,4.700
-0.193,0.263,1.014,12.817,-0.977,3.113
-0.239,0.133,0.949,15.503,-0.305,2.991
-0.273,0.051,0.939,10.742,-0.366,2.502
-0.302,0.005,0.942,5.798,0.183,3.357
-0.288,0.033,0.937,1.648,0.305,4.517
-0.250,0.139,0.956,-1.404,-1.648,6.714
-0.227,0.187,0.947,-0.977,-2.502,7.080
-0.229,0.216,0.958,-0.244,-5.493,5.493
-0.277,0.259,1.040,-0.122,-5.066,3.418
-0.279,0.254,1.026,5.554,-0.671,-0.305
-0.286,0.223,0.987,10.254,-0.183,-1.465
-0.318,0.173,1.014,15.930,0.549,-2.258
-0.338,0.100,1.025,16.663,2.930,-1.343
-0.310,0.086,0.989,15.320,7.080,-0.305
-0.235,0.060,0.880,12.634,7.690,-0.427
-0.208,0.095,0.827,4.150,3.906,-1.770
-0.197,0.168,0.810,-0.427,0.061,-4.272
-0.208,0.194,0.839,-4.211,-3.845,-7.324
-0.249,0.169,0.900,-5.371,-10.742,-12.756
-0.321,0.122,1.056,-1.953,-11.292,-12.268
-0.317,0.128,1.072,5.798,-5.127,-9.338
-0.329,0.076,1.072,7.935,-2.197,-8.423
-0.346,0.035,1.067,11.108,2.930,-5.188
-0.320,0.031,1.013,13.184,5.615,-2.747
