"Strövelstorp","Ängelholms kommun","1380","190"
"Täfteå","Umeå kommun","1379","157"
"Vattholma","Uppsala kommun","1376","113"
"Västra Hagen","Kungsbacka kommun","1376","286"
"Hököpinge","Vellinge kommun","1370","87"
"Sturkö","Karlskrona kommun","1366","678"
"Åmotfors","Eda kommun","1366","210"
"Mjällby","Sölvesborgs kommun","1365","227"
"Hestra","Gislaveds kommun","1362","210"
"Skivarp","Skurups kommun","1357","153"
"Västra Bodarna","Alingsås kommun","1356","297"
"Dals Långed","Bengtsfors kommun","1349","211"
"Sorunda","Nynäshamns kommun","1349","139"
"Ängsmon","Östersunds kommun","1345","55"
"Styrsö","Göteborgs kommun","1340","179"
"Näsum","Bromölla kommun","1339","266"
"Svärdsjö","Falu kommun","1333","227"
"Bergsjö","Nordanstigs kommun","1332","186"
"Steningehöjden","Sigtuna kommun","1332","35"
"Färila","Ljusdals kommun","1326","291"
"Degeberga","Kristianstads kommun","1325","215"
"Skegrie","Trelleborgs kommun","1325","101"
"Brunn","Värmdö kommun","1323","215"
"Odensbacken","Örebro kommun","1323","158"
"Dorotea","Dorotea kommun","1320","204"
"Kvänum","Vara kommun","1320","176"
"Virsbo","Surahammars kommun","1319","122"
"Stöde","Sundsvalls kommun","1313","398"
"Nybrostrand","Ystads kommun","1311","141"
"Reftele","Gislaveds kommun","1311","186"
"Ärla","Eskilstuna kommun","1302","146"
"Bor","Värnamo kommun","1293","165"
"Siljansnäs","Leksands kommun","1291","467"
"Löberöd","Eslövs kommun","1287","140"
"Smygehamn","Trelleborgs kommun","1287","131"
"Berg","Linköpings kommun","1285","116"
"Smögen","Sotenäs kommun","1282","115"
"Stehag","Eslövs kommun","1280","102"
"Ankarsrum","Västerviks kommun","1278","168"
"Frufällan","Borås kommun","1276","191"
"Roknäs","Piteå kommun","1276","320"
"Vänge","Uppsala kommun","1276","90"
"Torup","Hylte kommun","1274","154"
"Hova","Gullspångs kommun","1272","183"
"Köpingebro","Ystads kommun","1265","115"
"Töcksfors","Årjängs kommun","1265","219"
"Karlholmsbruk","Tierps kommun","1263","284"
"Horred","Marks kommun","1261","165"
"Gagnef","Gagnefs kommun","1252","365"
"Långvik","Värmdö kommun","1246","301"
"Saxtorpsskogen","Landskrona kommun","1245","202"
"Tomtebo","Umeå kommun","1228","51"
"Bergkvara","Torsås kommun","1221","258"
"Knäred","Laholms kommun","1219","292"
"Lindholmen","Vallentuna kommun","1219","128"
"Ramnäs","Surahammars kommun","1216","117"
"Norrhult-Klavreström","Uppvidinge kommun","1215","279"
"Marmaskogen","Söderhamns kommun","1214","192"
"Ljung och Annelund","Herrljunga kommun","1212","180"
"Björboholm","Lerums kommun","1204","255"
"Viby","Kristianstads kommun","1204","177"
"Hjärnarp","Ängelholms kommun","1202","213"
"Tjuvkil","Kungälvs kommun","1199","331"
"Roma","Region Gotland","1198","231"
"Koskullskulle","Gällivare kommun","1193","134"
"Steninge","Halmstads kommun","1186","339"
"Lit","Östersunds kommun","1182","130"
"Vikarbyn","Rättviks kommun","1182","341"
"Härryda","Härryda kommun","1179","356"
"Köpmanholmen","Örnsköldsviks kommun","1179","250"
"Gnarp","Nordanstigs kommun","1178","289"
"Kilafors","Bollnäs kommun","1168","153"
"Tärnsjö","Heby kommun","1168","174"
"Bredbyn","Örnsköldsviks kommun","1164","194"
"Sätila","Marks kommun","1162","141"
"Södra Vi","Vimmerby kommun","1162","156"
"Kärna","Kungälvs kommun","1157","118"
"Överum","Västerviks kommun","1155","166"
"Björlanda","Göteborgs kommun","1150","158"
"Billingsfors","Bengtsfors kommun","1141","160"
"Gemla","Växjö kommun","1141","190"
"Sundbyholm","Eskilstuna kommun","1137","336"
"Mölnbo","Södertälje kommun","1131","150"
"Axvall","Skara kommun","1130","116"
"Sorsele","Sorsele kommun","1113","191"
"Malmbäck","Nässjö kommun","1112","188"
"Länghem","Tranemo kommun","1111","143"
"Gusum","Valdemarsviks kommun","1110","127"
"Gärsnäs","Simrishamns kommun","1110","110"
"Svalsta","Nyköpings kommun","1110","81"
"Grillby","Enköpings kommun","1109","118"
"Sköllersta","Hallsbergs kommun","1105","171"
"Hammarstrand","Ragunda kommun","1103","280"
"Björneborg","Kristinehamns kommun","1101","144"
"Tureholm","Ekerö kommun","1097","329"
"Slöinge","Falkenbergs kommun","1095","131"
"Enhagen-Ekbacken","Västerås kommun","1089","75"
"Torekov","Båstads kommun","1089","438"
"Glommen","Falkenbergs kommun","1085","180"
"Göta","Lilla Edets kommun","1085","143"
"Hortlax","Piteå kommun","1085","114"
"Mölltorp","Karlsborgs kommun","1084","148"
"Hammerdal","Strömsunds kommun","1083","406"
"Ornäs","Borlänge kommun","1082","123"
"Ellös","Orusts kommun","1078","229"
"Tångaberg","Varbergs kommun","1078","217"
"Horndal","Avesta kommun","1074","273"
"Slottsbron","Grums kommun","1074","142"
"Grebo","Åtvidabergs kommun","1071","115"
"Påskallavik","Oskarshamns kommun","1069","117"
"Valje","Bromölla kommun","1069","166"
"Sjövik","Lerums kommun","1065","97"
"Billeberga","Svalövs kommun","1064","141"
"Vinninga","Lidköpings kommun","1055","110"
"Funäsdalen","Härjedalens kommun","1054","263"
"Årsunda","Sandvikens kommun","1054","159"
"Älgö","Nacka kommun","1053","201"
"Bläshammar och Trönningenäs","Varbergs kommun","1052","187"
"Tormestorp","Hässleholms kommun","1051","125"
"Stockaryd","Sävsjö kommun","1047","159"
"Malmen","Västerås kommun","1035","82"
"Näs","Hallstahammars kommun","1035","127"
"Överkalix","Överkalix kommun","1035","124"
"Västra Ingelstad","Vellinge kommun","1034","98"
"Bönan","Gävle kommun","1030","302"
"Hedesunda","Gävle kommun","1029","143"
"Storebro","Vimmerby kommun","1025","146"
"Dingtuna","Västerås kommun","1024","105"
"Listerby","Ronneby kommun","1023","213"
"Våxtorp","Laholms kommun","1019","159"
"Svenstavik","Bergs kommun","1018","161"
"Kil","Nacka kommun","1017","91"
"Kullö","Vaxholms kommun","1016","46"
"Hällbäcken och Sinksundet","Luleå kommun","1014","105"
"Bjurholm","Bjurholms kommun","1013","166"
"Gunnebo","Västerviks kommun","1013","144"
"Flyinge","Eslövs kommun","1012","94"
"Åbyggeby","Gävle kommun","1011","235"
"Ankarsvik","Sundsvalls kommun","1009","208"
"Norrsundet","Gävle kommun","1003","256"
"Grängesberg västra","Ludvika kommun","1001","154"
"Arvidsvik","Kungälvs kommun","1000","116"
"Ekeby","Södertälje kommun","1000","64"
"Söderbärke","Smedjebackens kommun","1000","307"
"Töre","Kalix kommun","1000","218"
"Nälden","Krokoms kommun","995","130"
"Nyhammar","Ludvika kommun","987","245"
"Vedum","Vara kommun","986","138"
"Rydboholm","Borås kommun","985","116"
"Slite","Region Gotland","983","149"
"Tidan","Skövde kommun","982","144"
"Rockneby","Kalmar kommun","980","176"
"Skogsby","Mörbylånga kommun","979","264"
"Väckelsång","Tingsryds kommun","979","143"
"Barsebäck","Kävlinge kommun","977","63"
"Tuolluvaara","Kiruna kommun","975","68"
"Kristdala","Oskarshamns kommun","974","180"
"Kvibille","Halmstads kommun","974","100"
"Svartvik","Sundsvalls kommun","972","112"
"Lilla Tjärby","Laholms kommun","971","95"
"Råby","Håbo kommun","971","136"
"Grevie","Båstads kommun","970","192"
"Näsviken","Hudiksvalls kommun","967","183"
"Urshult","Tingsryds kommun","967","220"
"Indal","Sundsvalls kommun","964","251"
"Kinnarp","Falköpings kommun","963","148"
"Skånes-Fagerhult","Örkelljunga kommun","963","226"
"Parksidan","Ekerö kommun","961","57"
"Burseryd","Gislaveds kommun","957","194"
"Läckeby","Kalmar kommun","955","124"
"Kyrkhult","Olofströms kommun","953","166"
"Borrby","Simrishamns kommun","949","103"
"Ekshärad","Hagfors kommun","949","157"
"Hummelsta","Enköpings kommun","945","76"
"Timmersdala","Skövde kommun","943","118"
"Dingle","Munkedals kommun","941","117"
"Norra Bro","Örebro kommun","941","148"
"Sundborn","Falu kommun","941","196"
"Varekil","Orusts kommun","941","157"
"Kjulaås","Eskilstuna kommun","937","102"
"Dösjebro","Kävlinge kommun","936","70"
"Viksäter","Södertälje kommun","936","155"
"Söderåkra","Torsås kommun","934","160"
"Fjärdhundra","Enköpings kommun","932","112"
"Brännö","Göteborgs kommun","929","193"
"Svarte","Ystads kommun","929","88"
"Malmberget","Gällivare kommun","927","164"
"Röstånga","Svalövs kommun","927","137"
"Aröd och Timmervik","Kungälvs kommun","926","265"
"Hammenhög","Simrishamns kommun","926","133"
"Korsgården","Falu kommun","924","176"
"Skillinge","Simrishamns kommun","923","231"
"Gärds Köpinge","Kristianstads kommun","919","114"
"Älandsbro","Härnösands kommun","919","199"
"Kungsberga","Ekerö kommun","917","253"
"Everöd","Kristianstads kommun","916","153"
"Kosta","Lessebo kommun","915","174"
"Marielund","Strängnäs kommun","914","41"
"Lundsbrunn","Götene kommun","901","129"
"Österbymo","Ydre kommun","900","140"
"Vretstorp","Hallsbergs kommun","898","164"
"Enviken","Falu kommun","897","329"
"Kåhög","Partille kommun","896","54"
"Tjörnarp","Höörs kommun","896","277"
"Tystberga","Nyköpings kommun","895","107"
"Sollerön","Mora kommun","894","272"
"Diö","Älmhults kommun","892","140"
"Torsåker","Hofors kommun","890","133"
"Vikmanshyttan","Hedemora kommun","890","145"
"Almunge","Uppsala kommun","888","149"
"Hållsta","Eskilstuna kommun","888","102"
"Rejmyre","Finspångs kommun","884","126"
"Kivik","Simrishamns kommun","883","192"
"Vidja","Huddinge kommun","882","191"
"Östra Husby","Norrköpings kommun","882","126"
"Skavkulla och Skillingenäs","Karlskrona kommun","881","176"
"Norra Ingaröstrand","Värmdö kommun","877","456"
"Ullervad","Mariestads kommun","877","124"
"Alstermo","Uppvidinge kommun","875","175"
"Jonsered","Partille kommun","872","110"
"Rutvik","Luleå kommun","871","96"
"Tollered","Lerums kommun","871","75"
"Kortebo","Jönköpings kommun","867","112"
"Tällberg","Leksands kommun","867","550"
"Algutsrum","Mörbylånga kommun","866","175"
"Väröbacka","Varbergs kommun","863","150"
"Ransta","Sala kommun","862","110"
"Anneberg","Nässjö kommun","859","117"
"Östra Grevie","Vellinge kommun","855","101"
"Tumlehed","Göteborgs kommun","854","141"
"Mörsil","Åre kommun","851","133"
"Abbekås","Skurups kommun","847","158"
"Holsbybrunn","Vetlanda kommun","846","120"
"Sälen","Malung-Sälens kommun","843","241"
"Vollsjö","Sjöbo kommun","843","148"
"Östra Karup","Båstads kommun","841","168"
"Harlösa","Eslövs kommun","840","95"
"Karby","Vallentuna kommun","838","55"
"Vessigebro","Falkenbergs kommun","836","128"
"Hagby","Kalmar kommun","834","269"
"Östansjö","Hallsbergs kommun","834","150"
"Torsång","Borlänge kommun","833","127"
"Åbytorp","Kumla kommun","833","143"
"Tofta","Region Gotland","832","554"
"Björnlunda","Gnesta kommun","830","116"
"Holm","Halmstads kommun","828","116"
"Mörlunda","Hultsfreds kommun","828","233"
"Njutånger","Hudiksvalls kommun","828","167"
"Norje","Sölvesborgs kommun","827","291"
"Bergshammar","Nyköpings kommun","826","66"
"Nyland","Kramfors kommun","826","183"
"Figeholm","Oskarshamns kommun","824","107"
"Ersmark","Skellefteå kommun","822","123"
"Fjällbacka","Tanums kommun","819","168"
"Stenbron","Uppsala kommun","819","22"
"Harbo","Heby kommun","816","125"
"Hörvik","Sölvesborgs kommun","816","124"
"Fårösund","Region Gotland","815","246"
"Våmhus","Mora kommun","815","229"
"Sexdrega","Svenljunga kommun","813","123"
"Bottnaryd","Jönköpings kommun","810","87"
"Ramsele","Sollefteå kommun","808","216"
"Grythyttan","Hällefors kommun","805","138"
"Vallåkra","Helsingborgs kommun","805","135"
"Lövånger","Skellefteå kommun","804","139"
"Älvnäs","Ekerö kommun","802","58"
"Rundvik","Nordmalings kommun","800","171"
"Åsljunga","Örkelljunga kommun","798","177"
"Nyborg","Kalix kommun","795","189"
"Dals Rostock","Melleruds kommun","794","143"
"Glanshammar","Örebro kommun","793","120"
"Ytternäs och Vreta","Uppsala kommun","792","152"
"Alster","Karlstads kommun","791","146"
"Arkelstorp","Kristianstads kommun","791","158"
"Järpås","Lidköpings kommun","790","106"
"Stora Levene","Vara kommun","790","140"
"Vintrie","Malmö kommun","790","46"
"Stora Mellösa","Örebro kommun","789","103"
"Velanda","Trollhättans kommun","783","102"
"Skee","Strömstads kommun","782","88"
"Unnaryd","Hylte kommun","781","153"
"Dvärsätt","Krokoms kommun","779","131"
"Junsele","Sollefteå kommun","779","226"
"Nävekvarn","Nyköpings kommun","779","114"
"Latorpsbruk","Örebro kommun","778","125"
"Nusnäs","Mora kommun","778","305"
"Lekeryd","Jönköpings kommun","777","78"
"Hällevadsholm","Munkedals kommun","776","101"
"Kungsgården","Sandvikens kommun","776","168"
"Ryssby","Ljungby kommun","776","158"
"Gladö kvarn","Huddinge kommun","772","141"
"Timmele","Ulricehamns kommun","772","119"
"Eldsberga","Halmstads kommun","771","105"
"Buerås","Kungsbacka kommun","768","91"
"Kattarp","Helsingborgs kommun","768","73"
"Björnänge","Åre kommun","767","401"
"Burlövs egnahem","Burlövs kommun","767","29"
"Sommen","Tranås kommun","766","112"
"Segersäng","Nynäshamns kommun","765","83"
"Hede","Härjedalens kommun","762","268"
"Ullånger","Kramfors kommun","761","194"
"Vittangi","Kiruna kommun","760","180"
"Orrefors","Nybro kommun","758","129"
"Fors","Avesta kommun","754","142"
"Högsäter","Färgelanda kommun","754","112"
"Traryd","Markaryds kommun","751","164"
"Korsberga","Vetlanda kommun","750","115"
"Mellansel","Örnsköldsviks kommun","749","191"
"Rinkaby","Kristianstads kommun","749","126"
"Stora Vika","Nynäshamns kommun","748","51"
"Ullared","Falkenbergs kommun","748","115"
"Stoby","Hässleholms kommun","747","88"
"Torna Hällestad","Lunds kommun","747","80"
"Hästängen","Norrtälje kommun","743","243"
"Johannishus","Ronneby kommun","743","100"
"Villshärad","Halmstads kommun","743","129"
"Allerum","Helsingborgs kommun","742","94"
"Arild","Höganäs kommun","742","333"
"Brösarp","Tomelilla kommun","742","97"
"Lesjöfors","Filipstads kommun","736","176"
"Sparreholm","Flens kommun","736","114"
"Vallberga","Laholms kommun","736","82"
"Kläppa","Kungsbacka kommun","735","147"
"Hyssna","Marks kommun","734","167"
"Berga","Högsby kommun","732","145"
"Ronnebyhamn","Ronneby kommun","732","195"
"Skärplinge","Tierps kommun","732","110"
"Sandskogen","Kävlinge kommun","730","73"
"Årnäs","Varbergs kommun","730","354"
"Ölsta","Ekerö kommun","730","245"
"Ljunga","Norrköpings kommun","729","95"
"Dalstorp","Tranemo kommun","728","144"
"Hällesåker","Mölndals kommun","727","232"
"Tidö-Lindö","Västerås kommun","726","106"
"Myresjö","Vetlanda kommun","724","115"
"Grimsås","Tranemo kommun","723","112"
"Rot","Älvdalens kommun","723","270"
"Nykroppa","Filipstads kommun","721","188"
"Yngsjö","Kristianstads kommun","717","327"
"Fliseryd","Mönsterås kommun","716","138"
"Jössefors","Arvika kommun","715","127"
"Säve","Göteborgs kommun","715","69"
"Edsgatan och Långenäs","Karlstads kommun","712","130"
"Edsvalla","Karlstads kommun","707","81"
"Gyttorp","Nora kommun","704","134"
"Hamburgsund","Tanums kommun","704","139"
"Kållekärr","Tjörns kommun","704","77"
"Lugnet och Skälsmara","Värmdö kommun","701","292"
"Strömsholm","Hallstahammars kommun","701","126"
"Sandhem","Mullsjö kommun","700","109"
"Stennäset","Falu kommun","699","73"
"Åsensbruk","Melleruds kommun","699","167"
"Valskog","Kungsörs kommun","695","78"
"Häradsbygden","Leksands kommun","694","200"
"Dalum","Ulricehamns kommun","692","78"
"Gällö","Bräcke kommun","692","120"
"Knutby","Uppsala kommun","692","132"
"Sankt Olof","Simrishamns kommun","692","115"
"Ardala","Skara kommun","689","65"
"Gunsta","Uppsala kommun","689","93"
"Jukkasjärvi","Kiruna kommun","687","137"
"Sörvik","Ludvika kommun","687","132"
"Genevad","Laholms kommun","686","83"
"Fridlevstad","Karlskrona kommun","685","110"
"Särna","Älvdalens kommun","684","303"
"Fagersanna","Tibro kommun","683","200"
"Björbo","Gagnefs kommun","676","193"
"Lidhult","Ljungby kommun","676","132"
"Åryd","Växjö kommun","676","81"
"Bäckefors","Bengtsfors kommun","675","140"
"Vedevåg","Lindesbergs kommun","674","142"
"Åshammar","Sandvikens kommun","674","161"
"Röda holme","Kungsbacka kommun","673","201"
"Simlångsdalen","Halmstads kommun","673","108"
"Tobo","Tierps kommun","673","103"
"Bammarboda","Österåkers kommun","671","309"
"Edane","Arvika kommun","671","176"
"Lövestad","Sjöbo kommun","671","107"
"Nyhagen och Översättra","Österåkers kommun","671","76"
"Hok","Vaggeryds kommun","670","90"
"Länna","Uppsala kommun","670","104"
"Norra Visby","Region Gotland","670","151"
"Bäsna","Gagnefs kommun","668","150"
"Filsbäck","Lidköpings kommun","667","107"
"Gullbranna","Halmstads kommun","667","61"
"Varnhem","Skara kommun","667","70"
"Påryd","Kalmar kommun","666","125"
"Silverdalen","Hultsfreds kommun","666","125"
"Håbo-Tibble kyrkby","Upplands-Bro kommun","664","158"
"Idre","Älvdalens kommun","661","140"
"Igelstorp","Skövde kommun","660","73"
"Lotorp","Finspångs kommun","660","98"
"Bergshamra","Norrtälje kommun","658","262"
"Björke","Gävle kommun","657","140"
"Dala-Floda","Gagnefs kommun","657","228"
"Havsbaden","Ängelholms kommun","657","95"
"Vinberg","Falkenbergs kommun","654","59"
"Öbonäs","Norrköpings kommun","654","193"
"Skällinge","Varbergs kommun","653","75"
"Högsjö","Vingåkers kommun","651","98"
"Väring","Skövde kommun","651","126"
"Hökerum","Ulricehamns kommun","650","86"
"Undersåker","Åre kommun","650","152"
"Bergvik","Söderhamns kommun","648","165"
"Backa","Rättviks kommun","646","355"
"Månkarbo","Tierps kommun","645","102"
"Piperskärr","Västerviks kommun","645","102"
"Vissefjärda","Emmaboda kommun","643","104"
"Vrena","Nyköpings kommun","643","112"
"Måttsund","Luleå kommun","642","155"
"Hällekis","Götene kommun","641","127"
"Skyttorp","Uppsala kommun","641","88"
"Ucklum","Stenungsunds kommun","640","122"
"Saxdalen","Ludvika kommun","638","217"
"Grundsund","Lysekils kommun","637","142"
"Jörn","Skellefteå kommun","636","177"
"Öxeryd","Lerums kommun","636","111"
"Hillared","Svenljunga kommun","633","109"
"Hoting","Strömsunds kommun","631","115"
"Hällaryd","Karlshamns kommun","631","116"
"Sågmyra","Falu kommun","631","158"
"Ammenäs","Uddevalla kommun","630","149"
"Frändefors","Vänersborgs kommun","628","100"
"Graversfors","Norrköpings kommun","628","148"
"Jönåker","Nyköpings kommun","628","85"
"Krägga","Håbo kommun","628","126"
"Kurland","Trelleborgs kommun","626","40"
"Löderup","Ystads kommun","626","86"
"Koppom","Eda kommun","625","228"
"Killeberg","Osby kommun","624","117"
"Lerbäckshult","Ängelholms kommun","623","154"
"Vuollerim","Jokkmokks kommun","623","144"
"Fotö","Öckerö kommun","621","43"
"Otterbäcken","Gullspångs kommun","614","118"
"Olsfors","Bollebygds kommun","612","71"
"Ruda","Högsby kommun","612","128"
"Vemdalen","Härjedalens kommun","612","380"
"Domsten","Helsingborgs kommun","611","50"
"Hällberga","Eskilstuna kommun","610","65"
"Risögrund","Kalix kommun","609","85"
"Lugnås","Mariestads kommun","608","110"
"Enånger","Hudiksvalls kommun","607","160"
"Åsarp","Falköpings kommun","607","105"
"Ringarum","Valdemarsviks kommun","606","122"
"Bensbyn","Luleå kommun","605","129"
"Vittinge","Heby kommun","603","126"
"Sunnansjö","Ludvika kommun","602","174"
"Grimslöv","Alvesta kommun","601","85"
"Klagstorp","Trelleborgs kommun","599","106"
"Forssjö","Katrineholms kommun","598","53"
"Gällstad","Ulricehamns kommun","597","96"
"Vegby","Ulricehamns kommun","597","97"
"Klövedal","Tjörns kommun","596","272"
"Lucksta","Sundsvalls kommun","596","156"
"Ekeby","Kumla kommun","594","138"
"Ekerö sommarstad","Ekerö kommun","594","94"
"Uddeholm","Hagfors kommun","592","145"
"Västra Karup","Båstads kommun","592","146"
"Edsbro","Norrtälje kommun","591","152"
"Vallargärdet","Karlstads kommun","591","126"
"Hälsö","Öckerö kommun","590","62"
"Rörvik","Sävsjö kommun","590","119"
"Ånäset","Robertsfors kommun","590","138"
"Harmånger","Nordanstigs kommun","589","108"
"Rolfstorp","Varbergs kommun","588","86"
"Innertavle","Umeå kommun","587","72"
"Hasslarp","Helsingborgs kommun","585","60"
"Stugun","Ragunda kommun","585","107"
"Långås","Falkenbergs kommun","584","75"
"Sköldinge","Katrineholms kommun","584","93"
"Älvsala","Värmdö kommun","584","456"
"Jävre","Piteå kommun","583","167"
"Tallåsen","Ljusdals kommun","583","160"
"Löwenströmska lasarettet","Upplands Väsby kommun","581","68"
"Rydbo","Österåkers kommun","580","42"
"Grödby","Nynäshamns kommun","579","106"
"Ödeborg","Färgelanda kommun","579","88"
"Järlåsa","Uppsala kommun","577","76"
"Löttorp","Borgholms kommun","576","433"
"Moholm","Töreboda kommun","576","102"
"Gängletorp","Karlskrona kommun","575","107"
"Mölle","Höganäs kommun","575","86"
"Gräddö","Norrtälje kommun","574","588"
"Linghed","Falu kommun","574","189"
"Lögdeå","Nordmalings kommun","571","180"
"Sandhult","Borås kommun","571","63"
"Stjärnhov","Gnesta kommun","569","111"
"Väderstad","Mjölby kommun","569","119"
"Baggetorp","Vingåkers kommun","568","121"
"Skottorp","Laholms kommun","568","90"
"Klingsta och Allsta","Sundsvalls kommun","567","167"
"Värsås","Skövde kommun","567","74"
"Lanesund och Överby","Uddevalla kommun","566","95"
"Finja","Hässleholms kommun","565","129"
"Vika","Falu kommun","565","106"
"Svanberga","Norrtälje kommun","563","93"
"Blidsberg","Ulricehamns kommun","561","113"
"Drag","Kalmar kommun","561","154"
"Örsundsbro norra","Enköpings kommun","561","36"
"Nolsjö","Österåkers kommun","560","279"
"Malungsfors","Malung-Sälens kommun","557","276"
"Medle","Skellefteå kommun","557","157"
"Slaka","Linköpings kommun","557","114"
"Väländan","Haninge kommun","557","163"
"Björketorp","Marks kommun","556","91"
"Härad","Strängnäs kommun","556","83"
"Norsholm","Norrköpings kommun","556","56"
"Torhamn","Karlskrona kommun","553","238"
"Upphärad","Trollhättans kommun","552","77"
"Överhärde","Gävle kommun","552","131"
"Selja","Mora kommun","551","144"
"Gessie villastad","Vellinge kommun","550","54"
"Skölsta","Uppsala kommun","550","55"
"Gåvsta","Uppsala kommun","544","55"
"Mellösa","Flens kommun","544","100"
"Ostvik","Skellefteå kommun","543","140"
"Mullhyttan","Lekebergs kommun","542","141"
"Lerdala","Skövde kommun","540","141"
"Liatorp","Älmhults kommun","540","88"
"Väse","Karlstads kommun","539","71"
"Hammarby","Sandvikens kommun","535","103"
"Vattjom","Sundsvalls kommun","535","134"
"Tving","Karlskrona kommun","533","169"
"Revingeby","Lunds kommun","532","66"
"Vartofta","Falköpings kommun","532","74"
"Hackås","Bergs kommun","531","142"
"Friggesund","Hudiksvalls kommun","530","76"
"Vittjärv","Bodens kommun","530","130"
"Solberga","Österåkers kommun","528","143"
"Vassmolösa","Kalmar kommun","528","124"
"Kyrkesund","Tjörns kommun","527","556"
"Kårsta","Vallentuna kommun","526","80"
"Bengtsheden","Falu kommun","524","182"
"Skruv","Lessebo kommun","524","120"
"Finnerödja","Laxå kommun","523","112"
"Boda","Rättviks kommun","521","282"
"Ölmbrotorp","Örebro kommun","521","63"
"Slite norra","Region Gotland","519","72"
"Bie","Katrineholms kommun","518","63"
"Kovikshamn","Kungälvs kommun","518","210"
"Yttersjö","Umeå kommun","518","108"
"Stöcke","Umeå kommun","516","71"
"Brokind","Linköpings kommun","515","77"
"Balsby","Kristianstads kommun","514","69"
"Skärstad","Jönköpings kommun","514","48"
"Bestorp","Linköpings kommun","513","95"
"Västanvik","Leksands kommun","513","237"
"Årsta havsbad","Haninge kommun","513","151"
"Arentorp","Vara kommun","510","82"
"Marbäck","Ulricehamns kommun","510","70"
"Drottningskär","Karlskrona kommun","509","237"
"Gullringen","Vimmerby kommun","509","124"
"Mohed","Söderhamns kommun","509","185"
"Näsåker","Sollefteå kommun","509","138"
"Onslunda","Tomelilla kommun","509","58"
"Fårbo","Oskarshamns kommun","508","87"
"Saxnäs","Mörbylånga kommun","508","133"
"Stöcksjö","Umeå kommun","508","115"
"Västra Husby","Söderköpings kommun","508","54"
"Hartungviken och Spikarna","Sundsvalls kommun","507","250"
"Korpilombolo","Pajala kommun","507","111"
"Åsby","Varbergs kommun","507","103"
"Källhagen","Gävle kommun","504","179"
"Sangis","Kalix kommun","504","185"
"Tjällmo","Motala kommun","503","77"
"Västerhejde","Region Gotland","502","89"
"Askeby","Linköpings kommun","499","58"
"Eksund","Norrköpings kommun","499","72"
"Hästhagen","Nacka kommun","499","37"
"Backe","Strömsunds kommun","498","150"
"Barsebäckshamn","Kävlinge kommun","498","54"
"Överlida","Svenljunga kommun","498","85"
"Tofta","Varbergs kommun","497","153"
"Bankekind","Linköpings kommun","495","48"
"Rud","Hammarö kommun","495","158"
"Sörfors","Umeå kommun","495","114"
"Hällingsjö","Härryda kommun","494","96"
"Kallax","Luleå kommun","493","170"
"Kvillsfors","Vetlanda kommun","493","95"
"Lustigkulla och Gröndal","Hallstahammars kommun","493","63"
"Spillersboda","Norrtälje kommun","493","407"
"Ersnäs","Luleå kommun","492","152"
"Ås","Nora kommun","492","72"
"Linderöd","Kristianstads kommun","490","107"
"Lyrestad","Mariestads kommun","489","70"
"Bygdeå","Robertsfors kommun","487","79"
"Äppelbo","Vansbro kommun","487","282"
"Prästängen","Arvika kommun","485","28"
"Stigen","Färgelanda kommun","485","78"
"Tallvik","Överkalix kommun","485","103"
"Vibyäng","Håbo kommun","484","20"
"Ekedalen","Tidaholms kommun","483","73"
"Garpenberg","Hedemora kommun","483","120"
"Laxvik","Halmstads kommun","483","65"
"Gualöv","Bromölla kommun","482","86"
"Föllinge","Krokoms kommun","481","174"
"Aspås","Krokoms kommun","479","148"
"Sjösa","Nyköpings kommun","478","63"
"Snöveltorp","Söderköpings kommun","478","80"
"Tråvad","Vara kommun","477","91"
"Bleket","Tjörns kommun","476","117"
"Täljö","Österåkers kommun","476","109"
"Österslöv","Kristianstads kommun","475","68"
"Björktorp och Sanda","Strängnäs kommun","474","170"
"Hissjö","Umeå kommun","474","109"
"Örtagården","Västerås kommun","474","42"
"Hestra","Ydre kommun","473","79"
"Spånlöt","Österåkers kommun","473","23"
"Harads","Bodens kommun","472","83"
"Horn","Kinda kommun","472","93"
"Nygård","Lilla Edets kommun","472","100"
"Svaneholm","Säffle kommun","472","137"
"Tavelsjö","Umeå kommun","472","76"
"Utby","Uddevalla kommun","472","94"
"Lund","Gävle kommun","471","120"
"Spjälkö och Saxemara","Ronneby kommun","471","210"
"Vidsel","Älvsbyns kommun","471","100"
"Östra Stenåsen","Kils kommun","471","27"
"Kusmark","Skellefteå kommun","470","128"
"Marieby","Östersunds kommun","470","203"
"Bosnäs","Borås kommun","468","100"
"Svartudden","Piteå kommun","468","31"
"Svartå","Degerfors kommun","468","89"
"Tärnaby","Storumans kommun","468","159"
"Ingatorp","Eksjö kommun","467","110"
"Bökenäs"," Korsanäs och Kuggeboda"","Ronneby kommun","466","249"
"Kullersta","Eskilstuna kommun","466","258"
"Sundby","Ekerö kommun","466","75"
"Östra Ryd","Söderköpings kommun","465","97"
"Kovland","Sundsvalls kommun","464","58"
"Strandskogen"," Restenäs och Ulvesund"","Uddevalla kommun","464","226"
"Heberg","Falkenbergs kommun","463","72"
"Ilsbo","Nordanstigs kommun","463","68"
"Stensele","Storumans kommun","462","103"
"Österfärnebo","Sandvikens kommun","462","132"
"Danholn","Falu kommun","461","80"
"Harkskär och Utvalnäs","Gävle kommun","461","150"
